"url","parent","ind"
"/al/huntsville/35804/crisis-services-of-north-alabama","https://www.domesticshelters.org/search#?q=huntsville / decatur&latitude=34.7132151&longitude=-86.5775108&radius=50","4"
"/al/huntsville/35816/downtown-rescue-mission","https://www.domesticshelters.org/search#?q=huntsville / decatur&latitude=34.7132151&longitude=-86.5775108&radius=50","4"
"/al/huntsville/35801/legal-services-alabama","https://www.domesticshelters.org/search#?q=huntsville / decatur&latitude=34.7132151&longitude=-86.5775108&radius=50","4"
"/al/albertville/35950/kelley-s-rainbow","https://www.domesticshelters.org/search#?q=huntsville / decatur&latitude=34.7132151&longitude=-86.5775108&radius=50","4"
"/al/cullman/35056/harbor-haus-crisis-services","https://www.domesticshelters.org/search#?q=huntsville / decatur&latitude=34.7132151&longitude=-86.5775108&radius=50","4"
"/al/mobile/36602/legal-services-alabama","https://www.domesticshelters.org/search#?q=mobile&latitude=30.6953657&longitude=-88.0398912&radius=50","5"
"/al/mobile/36691/penelope-house","https://www.domesticshelters.org/search#?q=mobile&latitude=30.6953657&longitude=-88.0398912&radius=50","5"
"/al/mobile/36689/mission-of-hope","https://www.domesticshelters.org/search#?q=mobile&latitude=30.6953657&longitude=-88.0398912&radius=50","5"
"/al/mobile/36613/women-in-crisis-shelter","https://www.domesticshelters.org/search#?q=mobile&latitude=30.6953657&longitude=-88.0398912&radius=50","5"
"/al/robertsdale/36567/lighthouse","https://www.domesticshelters.org/search#?q=mobile&latitude=30.6953657&longitude=-88.0398912&radius=50","5"
"/al/elberta/36530/mary-s-shelter","https://www.domesticshelters.org/search#?q=mobile&latitude=30.6953657&longitude=-88.0398912&radius=50","5"
"/ms/pascagoula/39568/adrienne-s-house-gulf-coast-women-s-center-for-nonviolence","https://www.domesticshelters.org/search#?q=mobile&latitude=30.6953657&longitude=-88.0398912&radius=50","5"
"/al/montgomery/36103-5160/family-sunshine-center","https://www.domesticshelters.org/search#?q=montgomery&latitude=32.3668052&longitude=-86.2999689&radius=50","6"
"/al/montgomery/36116/legal-services-alabama","https://www.domesticshelters.org/search#?q=montgomery&latitude=32.3668052&longitude=-86.2999689&radius=50","6"
"/al/montgomery/36104/women-of-refined-gold-inc","https://www.domesticshelters.org/search#?q=montgomery&latitude=32.3668052&longitude=-86.2999689&radius=50","6"
"/al/montgomery/36104/one-place-family-justice-center","https://www.domesticshelters.org/search#?q=montgomery&latitude=32.3668052&longitude=-86.2999689&radius=50","6"
"/al/montgomery/36108/friendship-mission","https://www.domesticshelters.org/search#?q=montgomery&latitude=32.3668052&longitude=-86.2999689&radius=50","6"
"/al/selma/36701/sabra-sanctuary-inc","https://www.domesticshelters.org/search#?q=montgomery&latitude=32.3668052&longitude=-86.2999689&radius=50","6"
"/al/selma/36701/legal-services-alabama","https://www.domesticshelters.org/search#?q=montgomery&latitude=32.3668052&longitude=-86.2999689&radius=50","6"
"/al/tuscaloosa/35403/turning-point-domestic-violence-sexual-assault-services","https://www.domesticshelters.org/search#?q=tuscaloosa&latitude=33.2098407&longitude=-87.5691735&radius=50","7"
"/al/tuscaloosa/35401/legal-services-alabama","https://www.domesticshelters.org/search#?q=tuscaloosa&latitude=33.2098407&longitude=-87.5691735&radius=50","7"
"/al/jasper/35502/daybreak-family-resource-center-of-nw-alabama","https://www.domesticshelters.org/search#?q=tuscaloosa&latitude=33.2098407&longitude=-87.5691735&radius=50","7"
"/al/birmingham/35203/ywca-domestic-violence-services","https://www.domesticshelters.org/search#?q=tuscaloosa&latitude=33.2098407&longitude=-87.5691735&radius=50","7"
"/al/pelham/35124/the-safehouse-of-shelby-county","https://www.domesticshelters.org/search#?q=tuscaloosa&latitude=33.2098407&longitude=-87.5691735&radius=50","7"
"/al/birmingham/35203/legal-services-alabama","https://www.domesticshelters.org/search#?q=tuscaloosa&latitude=33.2098407&longitude=-87.5691735&radius=50","7"
"/al/birmingham/35203/first-light","https://www.domesticshelters.org/search#?q=tuscaloosa&latitude=33.2098407&longitude=-87.5691735&radius=50","7"
"/ak/anchorage/99501/abused-women-s-aid-in-crisis-inc-awaic","https://www.domesticshelters.org/search#?q=anchorage / mat-su&latitude=61.3828294&longitude=-150.2507886&radius=50","8"
"/ak/anchorage/99517/clare-house","https://www.domesticshelters.org/search#?q=anchorage / mat-su&latitude=61.3828294&longitude=-150.2507886&radius=50","8"
"/ak/anchorage/99503/standing-together-against-rape","https://www.domesticshelters.org/search#?q=anchorage / mat-su&latitude=61.3828294&longitude=-150.2507886&radius=50","8"
"/ak/palmer/99645/alaska-family-services","https://www.domesticshelters.org/search#?q=anchorage / mat-su&latitude=61.3828294&longitude=-150.2507886&radius=50","8"
"/ak/fairbanks/99701/interior-alaska-center-for-non-violent-living","https://www.domesticshelters.org/search#?q=fairbanks&latitude=64.8377778&longitude=-147.7163889&radius=50","9"
"/ak/fairbanks/99701/fairbanks-rescue-mission","https://www.domesticshelters.org/search#?q=fairbanks&latitude=64.8377778&longitude=-147.7163889&radius=50","9"
"/ak/kenai/99611/the-leeshore-center","https://www.domesticshelters.org/search#?q=kenai peninsula&latitude=60.0858486&longitude=-151.3822641&radius=50","10"
"/ak/homer/99603/south-peninsula-haven-house","https://www.domesticshelters.org/search#?q=kenai peninsula&latitude=60.0858486&longitude=-151.3822641&radius=50","10"
"/ak/fairbanks/99701/interior-alaska-center-for-non-violent-living","https://www.domesticshelters.org/search#?q=southeast alaska&latitude=64.2008413&longitude=-149.4936733&radius=50","11"
"/ak/fairbanks/99701/fairbanks-rescue-mission","https://www.domesticshelters.org/search#?q=southeast alaska&latitude=64.2008413&longitude=-149.4936733&radius=50","11"
"/az/flagstaff/86001/victim-witness-services-coconino-county","https://www.domesticshelters.org/search#?q=flagstaff / sedona&latitude=35.2013516&longitude=-111.639249&radius=50","12"
"/az/flagstaff/86004/northland-family-help-center","https://www.domesticshelters.org/search#?q=flagstaff / sedona&latitude=35.2013516&longitude=-111.639249&radius=50","12"
"/az/flagstaff/86003/sharon-manor-housing-solutions-of-northern-arizona","https://www.domesticshelters.org/search#?q=flagstaff / sedona&latitude=35.2013516&longitude=-111.639249&radius=50","12"
"/az/flagstaff/86001/catholic-charities-community-services-coconino-mohave-cty","https://www.domesticshelters.org/search#?q=flagstaff / sedona&latitude=35.2013516&longitude=-111.639249&radius=50","12"
"/az/flagstaff/86004/hope-cottage","https://www.domesticshelters.org/search#?q=flagstaff / sedona&latitude=35.2013516&longitude=-111.639249&radius=50","12"
"/az/flagstaff/86001/flagstaff-shelter-services","https://www.domesticshelters.org/search#?q=flagstaff / sedona&latitude=35.2013516&longitude=-111.639249&radius=50","12"
"/az/sedona/86339/verde-valley-sanctuary","https://www.domesticshelters.org/search#?q=flagstaff / sedona&latitude=35.2013516&longitude=-111.639249&radius=50","12"
"/az/sedona/86339/westcare-az","https://www.domesticshelters.org/search#?q=flagstaff / sedona&latitude=35.2013516&longitude=-111.639249&radius=50","12"
"/az/cottonwood/86326/catholic-charities-community-services","https://www.domesticshelters.org/search#?q=flagstaff / sedona&latitude=35.2013516&longitude=-111.639249&radius=50","12"
"/az/kingman/86409/kingman-aid-to-abused-people","https://www.domesticshelters.org/search#?q=mohave county&latitude=35.2143346&longitude=-113.7632828&radius=50","13"
"/az/peach-springs/86434/peach-springs-domestic-violence-shelter","https://www.domesticshelters.org/search#?q=mohave county&latitude=35.2143346&longitude=-113.7632828&radius=50","13"
"/az/bullhead-city/86442/westcare-safe-house","https://www.domesticshelters.org/search#?q=mohave county&latitude=35.2143346&longitude=-113.7632828&radius=50","13"
"/az/phoenix/85008/umom-new-day-centers","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85014/area-agency-on-aging-region-one-doves-program","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85014/doves-program","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85072/the-salvation-army-elim-house-domestic-violence-shelter","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85009/decolores","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85014/shelter-without-walls","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85021/chrysalis-non-shelter-services","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85002/diocesan-council-for-the-society-of-st-vincent-de-paul-diocese","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85012/native-health","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85013/catholic-charities-community-services","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85007/central-arizona-shelter-services","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85015/homeward-bound","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85021/chrysalis","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85020/house-of-refuge-sunnyslope","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/laveen/85339/moma-s-house","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85006/sojourner-center","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/glendale/85301/glendale-family-advocacy-center-glendale-police-department","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85076/seeds-national-advocacy-and-training-network","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/tempe/85281/la-frontera-arizona-empact-spc","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85021/cass-vista-colina-emergency-family-shelter","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/mesa/85210/the-olive-press","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/mesa/85210/olif-s-place","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/mesa/85201/the-angel-house","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/mesa/85210/pathways","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/sells/85746/tohono-o-odham-nation-domestic-violence-program","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/mesa/85203/autumn-house-domestic-violence-shelter","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85029/test-shelter-123","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/scottsdale/85256/salt-river-pima-maricopa-indian-family-advocacy-center","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/peoria/85345/catholic-charities-community-services-west-valley","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/scottsdale/85255/redemption3","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/phoenix/85027/the-empower-house-llc","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/chandler/85244/my-sister-s-place","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/goodyear/85338/new-life-center","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/glendale/85302/a-new-leaf-s-faith-house","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/mesa/85203/a-new-leaf","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/peoria/85382/purple-ribbon-council-to-prevent-domestic-abuse-dba-gopurple-org","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/surprise/85374/oasis-of-christian-love","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/fort-mcdowell/85264/fort-mcdowell-yavapai-nation-domestic-violence-program","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/peoria/85345/eve-s-place","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/apache-junction/85120/community-alliance-against-family-abuse","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/casa-grande/85122/against-abuse","https://www.domesticshelters.org/search#?q=phoenix&latitude=33.4483771&longitude=-112.0740373&radius=50","14"
"/az/prescott/86302/arizona-child-family-advocacy-network","https://www.domesticshelters.org/search#?q=prescott&latitude=34.5400242&longitude=-112.4685025&radius=50","15"
"/az/prescott/86303/project-aware-inc","https://www.domesticshelters.org/search#?q=prescott&latitude=34.5400242&longitude=-112.4685025&radius=50","15"
"/az/prescott/86301/catholic-charities-community-services","https://www.domesticshelters.org/search#?q=prescott&latitude=34.5400242&longitude=-112.4685025&radius=50","15"
"/az/prescott-valley/86314/stepping-stones","https://www.domesticshelters.org/search#?q=prescott&latitude=34.5400242&longitude=-112.4685025&radius=50","15"
"/az/cottonwood/86326/catholic-charities-community-services","https://www.domesticshelters.org/search#?q=prescott&latitude=34.5400242&longitude=-112.4685025&radius=50","15"
"/az/sedona/86339/verde-valley-sanctuary","https://www.domesticshelters.org/search#?q=prescott&latitude=34.5400242&longitude=-112.4685025&radius=50","15"
"/az/sedona/86339/westcare-az","https://www.domesticshelters.org/search#?q=prescott&latitude=34.5400242&longitude=-112.4685025&radius=50","15"
"/az/pinetop/85935/white-mountain-s-a-f-e-house","https://www.domesticshelters.org/search#?q=show low&latitude=34.2542084&longitude=-110.0298327&radius=50","16"
"/az/st-johns/85936/new-hope-ranch","https://www.domesticshelters.org/search#?q=show low&latitude=34.2542084&longitude=-110.0298327&radius=50","16"
"/az/holbrook/86025/bread-of-life-mission-of-holbrook","https://www.domesticshelters.org/search#?q=show low&latitude=34.2542084&longitude=-110.0298327&radius=50","16"
"/az/sierra-vista/85635/forgach-house","https://www.domesticshelters.org/search#?q=sierra vista&latitude=31.5455001&longitude=-110.2772856&radius=50","17"
"/az/sierra-vista/85635/good-neighbor-alliance","https://www.domesticshelters.org/search#?q=sierra vista&latitude=31.5455001&longitude=-110.2772856&radius=50","17"
"/az/sierra-vista/85007/gift-of-mary-womens-shelter","https://www.domesticshelters.org/search#?q=sierra vista&latitude=31.5455001&longitude=-110.2772856&radius=50","17"
"/az/douglas/85608/house-of-hope-catholic-community-services","https://www.domesticshelters.org/search#?q=sierra vista&latitude=31.5455001&longitude=-110.2772856&radius=50","17"
"/az/nogales/85621/our-house-nuestra-casa","https://www.domesticshelters.org/search#?q=sierra vista&latitude=31.5455001&longitude=-110.2772856&radius=50","17"
"/az/nogales/85621/mariposa-wings-to-safety","https://www.domesticshelters.org/search#?q=sierra vista&latitude=31.5455001&longitude=-110.2772856&radius=50","17"
"/az/green-valley/85622/genesis-house-shelter","https://www.domesticshelters.org/search#?q=sierra vista&latitude=31.5455001&longitude=-110.2772856&radius=50","17"
"/az/tucson/85716/emerge-center-against-domestic-abuse","https://www.domesticshelters.org/search#?q=tucson&latitude=32.2217429&longitude=-110.926479&radius=50","18"
"/az/tucson/85713/administration-of-resources-and-choices","https://www.domesticshelters.org/search#?q=tucson&latitude=32.2217429&longitude=-110.926479&radius=50","18"
"/az/tucson/85705/the-salvation-army-hospitality-house","https://www.domesticshelters.org/search#?q=tucson&latitude=32.2217429&longitude=-110.926479&radius=50","18"
"/az/tucson/85705/gospel-rescue-mission-women-and-childrens-center","https://www.domesticshelters.org/search#?q=tucson&latitude=32.2217429&longitude=-110.926479&radius=50","18"
"/az/tucson/85705/new-beginnings-shelter","https://www.domesticshelters.org/search#?q=tucson&latitude=32.2217429&longitude=-110.926479&radius=50","18"
"/az/green-valley/85622/genesis-house-shelter","https://www.domesticshelters.org/search#?q=tucson&latitude=32.2217429&longitude=-110.926479&radius=50","18"
"/az/yuma/85365/safe-house-shelter","https://www.domesticshelters.org/search#?q=yuma&latitude=32.6926512&longitude=-114.6276916&radius=50","19"
"/az/yuma/85364/amberly-s-place","https://www.domesticshelters.org/search#?q=yuma&latitude=32.6926512&longitude=-114.6276916&radius=50","19"
"/nc/fayetteville/28301/care-family-domestic-violence-program","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/nc/fayetteville/28301/teague-s-home-for-women","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/nc/lillington/27546/safe-of-harnett-county-inc","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/nc/raeford/28376/hoke-county-domestic-violence-and-sexual-assault-center-inc","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/nc/sanford/27330/haven-in-lee-county-inc","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/nc/clinton/28329/u-care-inc","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/nc/lumberton/28359/southeastern-family-violence-center","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/nc/carthage/28377/friend-to-friend","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/nc/laurenburg/28353/domestic-violence-rape-crisis-center","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/nc/warsaw/28398/sarah-s-refuge-inc","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/nc/smithfield/27577/harbor","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/nc/pittsboro/27312/family-violence-and-rape-crisis-services","https://www.domesticshelters.org/search#?q=fayetteville&latitude=35.0526641&longitude=-78.8783585&radius=50","20"
"/ar/fort-smith/72901/donald-w-reynolds-crisis-intervention-center","https://www.domesticshelters.org/search#?q=fort smith&latitude=35.3859242&longitude=-94.3985475&radius=50","21"
"/ok/poteau/74953/women-s-crisis-services-of-leflore-county","https://www.domesticshelters.org/search#?q=fort smith&latitude=35.3859242&longitude=-94.3985475&radius=50","21"
"/ok/stigler/74462/ki-bois-women-s-shelter","https://www.domesticshelters.org/search#?q=fort smith&latitude=35.3859242&longitude=-94.3985475&radius=50","21"
"/ar/fayetteville/72703/peace-at-home-family-shelter","https://www.domesticshelters.org/search#?q=fort smith&latitude=35.3859242&longitude=-94.3985475&radius=50","21"
"/ok/tahlequah/74464/help-in-crisis","https://www.domesticshelters.org/search#?q=fort smith&latitude=35.3859242&longitude=-94.3985475&radius=50","21"
"/ar/fayetteville/72701/seven-hills-homeless-shelter","https://www.domesticshelters.org/search#?q=fort smith&latitude=35.3859242&longitude=-94.3985475&radius=50","21"
"/ar/jonesboro/72403/family-crisis-center-inc","https://www.domesticshelters.org/search#?q=jonesboro&latitude=35.8422967&longitude=-90.704279&radius=50","22"
"/ar/newport/72112/white-river-women-s-shelter-inc","https://www.domesticshelters.org/search#?q=jonesboro&latitude=35.8422967&longitude=-90.704279&radius=50","22"
"/ar/blytheville/72316/the-haven-of-northeast-arkansas","https://www.domesticshelters.org/search#?q=jonesboro&latitude=35.8422967&longitude=-90.704279&radius=50","22"
"/ar/little-rock/72203/women-children-first-the-center-against-family-violence","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/ar/little-rock/72205/arkansas-commission-on-child-abuse-rape-and-domestic-violence","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/ar/little-rock/72202/the-dorcas-house","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/ar/cabot/72023/lonoke-county-safe-haven","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/ar/benton/72018/saline-county-safe-haven-inc","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/ar/conway/72033/women-s-shelter-of-central-arkansas","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/ar/sheridan/72150/keeping-the-faith-women-s-shelter","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/ar/pine-bluff/71611/casa-women-s-shelter","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/ar/morrilton/72110/the-safe-place-inc","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/ar/searcy/72145/white-county-domestic-violence-prevention-inc","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/ar/hot-springs/71901/the-potters-clay-women-children-in-crisis-shelter","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/ar/stuttgart/72160/restoration-of-hope","https://www.domesticshelters.org/search#?q=little rock&latitude=34.7464809&longitude=-92.2895948&radius=50","23"
"/tx/texarkana/75501/domestic-violence-prevention-inc","https://www.domesticshelters.org/search#?q=texarkana&latitude=33.425125&longitude=-94.0476882&radius=50","24"
"/tx/texarkana/75501/randy-sams-outreach-shelter","https://www.domesticshelters.org/search#?q=texarkana&latitude=33.425125&longitude=-94.0476882&radius=50","24"
"/ar/texarkana/75504/domestic-violence-prevention-and-sexual-assault-services","https://www.domesticshelters.org/search#?q=texarkana&latitude=33.425125&longitude=-94.0476882&radius=50","24"
"/ar/magnolia/71754/living-water-domestic-violence-shelter","https://www.domesticshelters.org/search#?q=texarkana&latitude=33.425125&longitude=-94.0476882&radius=50","24"
